Review,SENTIMEN
"['jual', 'gak', 'amanah', 'tolong', 'tingkat', 'kwalitas', 'jual', 'nakal', 'tolong', 'tindak']",NEGATIF
"['gratis', 'ongkir']",NEGATIF
"['shopee', 'ajar', 'alat', 'dj', 'yasar', 'kali', 'pesan', 'ya', 'tanggal', 'sampa', 'ga', 'peyu']",NEGATIF
"['gak', 'klaim', 'voucher', 'gin', 'mudah', 'oi', 'bangon', 'dhuhur']",NEGATIF
"['sumpah', 'ya', 'shopee', 'gin', 'pakai', 'log', 'in', 'log', 'in', 'capek', 'tau', 'uninstal', 'nich']",NEGATIF
"['banyak', 'iklan']",NEGATIF
"['kesellll', 'banget', 'sm', 'aplikasi', 'shopee', 'skarenag', 'loading', 'bangett', 'sinyal', 'lancar', 'pakai', 'ytb', 'jg', 'ga', 'loading', 'lahh', 'loading', 'detik', 'muncul', 'nyari', 'barang', 'terus', 'gak', 'muncul', 'alhasil', 'aplikasi', 'shopee', 'dl']",NEGATIF
"['shoppemohon', 'depan', 'kasih', 'fitur', 'hubung', 'kirim', 'jnt', 'jne', 'pembellian', 'bayar', 'pakait', 'terima', 'orang', 'kirim', 'hubung', 'beli', 'tulis', 'nomer', 'kecewa', 'uang', 'buang', 'sia']",NEGATIF
['muas'],NEGATIF
"['admin', 'tdi', 'gak', 'instal', 'yah', 'tdi', 'kaya', 'stak', 'gitu', 'gak', 'jln', 'jln', 'loh', 'nya', 'tolong', 'yah', 'prebaikin']",NEGATIF
"['ribet', 'ga', 'nyaman', 'transaksi', 'mudah', 'guna', 'shopeepay', 'doang', 'ribet', 'mesti', 'isi', 'saldo']",NEGATIF
"['pliss', 'lot']",NEGATIF
"['kirim', 'pilih', 'shopee', 'express', 'sameday', 'udh', 'gak', 'sampe', 'belah', 'reguler', 'aj', '-', 'sampe']",NEGATIF
"['hay', 'shopeemakin', 'berat', 'aja', 'sih', 'update', 'lemod', 'tolong', 'tolong', 'banget', 'hapus', 'aja', 'deh', 'game', 'update', 'butuh', 'belanja', 'nyaman', 'cepat', 'ga', 'berat', 'buka', 'aplikasi', 'nya', 'coba', 'bikin', 'shopee', 'lite', 'ringan', 'emang', 'sayang', 'game', 'mu', 'nyaman', 'belanja', 'hp', 'app', 'shopee', 'ngabisin', 'memori', 'buset', 'dah', 'marketapilace', 'fb', 'lite', 'aja', 'kalah', 'ringan', 'banget', 'lot', 'males', 'update']",NEGATIF
"['shopee', 'gk', 'baruh', 'gk', 'buka', 'shopeeuntuk', 'cari', 'ap']",NEGATIF
['hsgi'],NEGATIF
"['akun', 'beku', 'salah', 'baik', 'apa', 'baik', 'beku', 'top', 'up', 'shopeepay', 'akun', 'beku', 'mana', 'uang', 'shopee', 'ambil', 'uang', 'konsumen', 'sungguh', 'bertannggung', 'pakai', 'shopee', 'transaksi', 'ulang', 'kali', 'beku', 'aplikasi', 'tanggung']",NEGATIF
"['ya', 'shopee', 'susah', 'buka']",NEGATIF
"['mulumau', 'live', 'aja', 'ganggu']",NEGATIF
"['shoppepay', 'later', 'kunci', 'update', 'info', 'gk', 'telat', 'bayar', 'ub', 'cs', 'ya', 'tentu', 'ngak', 'sesuai', 'ngk', 'buka', 'donk', 'blokir', 'shoppelater']",NEGATIF
"['parah', 'bnget', 'ga', 'buka', 'fto', 'dagang', 'nya', 'lot', 'baik', 'aplikasi', 'nya', 'kaya', 'gin']",NEGATIF
"['cod', 'barang', 'antar', 'kurir', 'jnt', 'shopee', 'sanggup', 'kurir', 'jnt', 'antar', 'pakait', 'cod', 'cod', 'kerjasama', 'kurir', 'kecewa', 'langgan']",NEGATIF
"['mahal', 'barang']",NEGATIF
"['gratis', 'ongkir', 'huh', 'nggak']",NEGATIF
"['lunas', 'saldo', 'spaylater', 'dikembaliin', 'parah', 'si', 'emang']",NEGATIF
"['voucher', 'gratis', 'ongkir', 'cashback', 'gratis', 'ongkir', 'cashback', 'pilih', 'salah', 'tau', 'doang', 'klik', 'sama']",NEGATIF
"['ka', 'udh', 'nge', 'instal', 'kenapaa', 'aplikasi', 'nya', 'ga', 'muncul', 'hp', 'sayah', 'sayah', 'brulang', 'kali', 'nge', 'instal', 'aplikasi']",NEGATIF
"['potong', 'rb', 'belanja', 'rb', 'potongn', 'cuman', 'rb']",NEGATIF
"['vouchernya', 'ngak', 'pakai', 'iklanya', 'menganggu']",NEGATIF
"['dah', 'males']",NEGATIF
"['kirim', 'mahal', 'gak', 'kayak', 'vouchernya', 'gak', 'bantu']",NEGATIF
"['maaf', 'gin', 'ongkir', 'pilih', 'ubah', 'ongkir', 'cek', 'out', 'bayar', 'tau', 'rubah', 'ongkir', 'mana', 'milih', 'ongkir', 'laahh', 'anehh', 'tau', 'exp', 'cepatt', 'langgan', 'biar', 'sya', 'pilih', 'exp']",NEGATIF
"['aplikasi', 'gede', 'shopee', 'problem', 'masukin', 'akun', 'gimana', 'belanja', 'iklan', 'mana', 'problem', 'mending', 'kurang', 'budget', 'iklan', 'baik', 'aplikasi', 'nyaa']",NEGATIF
"['ribet', 'ganti', 'nomer', 'aja', 'ribetapa', 'sekolah', 'hacker', 'biar', 'gampang', 'ganti', 'nomer', 'akun', 'shopee']",NEGATIF
"['kmrn', 'neng', 'liat', 'aplikasi', 'update', 'gak', 'gambar', 'gk', 'semangat']",NEGATIF
"['ganti', 'username', 'hapus', 'akun', 'verifikasi', 'ktapi', 'beda', 'orang', 'ribet']",NEGATIF
"['bangat', 'ngunduh', 'aplikasi']",NEGATIF
"['lu', 'cuman', 'aplikasi', 'belanja', 'msak', 'kudu', 'btuh', 'sinyal', 'kuat', 'lancar', 'loading', 'ny', 'dkit', 'psti', 'update']",NEGATIF
"['shoppe', 'tgl', 'pesan', 'blm', 'sampe', 'pke', 'kurir', 'expresparah', 'banget', 'kirim', 'belanja', 'shoppepesanan', 'pegang', 'kurir', 'gk', 'sampe']",NEGATIF
"['jelek', 'banget', 'asli', 'aplikasi', 'nya']",NEGATIF
"['kasih', 'bintang', 'shopee', 'pay', 'later', 'muncul', 'muncultemen', 'daftar', 'langsung', 'muncul', 'shopee', 'pay', 'later', 'nyapayahh']",NEGATIF
"['kecewa', 'capek', 'ngumpulin', 'poin', 'game', 'shopee', 'mancing', 'nya', 'hilang']",NEGATIF
"['beli', 'baju', 'tipu', 'shope', 'tipu']",NEGATIF
"['nganter', 'nya', 'cuman', 'beli', 'sepatu', 'doang']",NEGATIF
"['shopee', 'pay', 'later', 'limit', 'bayar', 'gak', 'telat', 'bayar', 'kecewaaa', 'banget']",NEGATIF
"['kenapaa', 'ko', 'pilih', 'pengirimny', 'ng', 'expres', 'lainy', 'ko', 'nga', 'add']",NEGATIF
"['enak', 'opsi', 'kirim', 'hemat', 'reguler', 'dllribet', 'mahallllllllsy', 'nyaman', 'lamaaaapindah', 'toko', 'ajalahhhh']",NEGATIF
"['bintang', 'cok', 'update', 'ubah', 'gak', 'milih', 'kurir', 'jasa', 'pengirimantidak', 'gratis', 'ongkir', 'pilih', 'kurir']",NEGATIF
"['bintang', 'kemaren']",NEGATIF
"['jasa', 'kirim', 'kekang']",NEGATIF
"['hallo', 'min', 'info', 'ig', 'shopeeid', 'minggu', 'tolong', 'care', 'min', 'customernya', 'tunggu']",NEGATIF
"['kak', 'daftar', 'susah', 'ya']",NEGATIF
"['maka', 'aplikasi', 'shopee', 'emas', 'kirim', 'nya', 'cepet', 'emas', 'kirim', 'nya', 'banget', 'voucher', 'jarang', 'guna', 'shopeepay', 'aja']",NEGATIF
"['orang', 'heboh', 'naik', 'limit', 'gw', 'limit', 'nol', 'semenjak', 'corona', 'why', 'gk', 'prnh', 'telat', 'bayar', 'jiiirrr']",NEGATIF
"['auto', 'delete', 'kalo', 'secret', 'number', 'kalah', 'vote', 'menit', 'rb', 'voted', 'sk', 'maklum', 'sih', 'brand', 'ambasador', 'nya', 'wkwkwk', 'lol', 'the', 'power', 'of', 'orang', 'mending', 'pakai', 'market', 'place', 'aja', 'lol']",NEGATIF
"['nya', 'kasi', 'bintang', 'beli', 'barang', 'posisi', 'kerja', 'situ', 'stattus', 'terima', 'nama', 'tolong', 'kasi', 'tau', 'kurir', 'nya', 'titipin', 'kluarga', 'terima', 'nya', 'nama', 'keluarga', 'tetangga', 'buntu', 'nama', 'nya', 'skarenag', 'barang', 'stattus', 'nya', 'terima', 'parah']",NEGATIF
"['ampas', 'bangetisi', 'saldo', 'shopeepay', 'pay', 'ga', 'tau', 'masuknyakeburu', 'barang', 'sen', 'abissu', 'asu']",NEGATIF
"['kesini', 'ongkirnya', 'mahal', 'harga', 'barang', 'ongkirnya', 'mahal', 'ongkirnya', 'gak', 'voucher', 'gratis', 'ongkir']",NEGATIF
"['kaga', 'bagus', 'shopeemasa', 'akun', 'bekuin', 'ga', 'belanja', 'lagiparah']",NEGATIF
"['kecewa', 'aplikasi', 'shopee', 'tim', 'shopee', 'lambat', 'selesai', 'kendala', 'konsumen', 'kali', 'konsumen', 'komplen', 'tanggap', 'suka', 'php', 'konsumen', 'konsumen', 'chat', 'komplen', 'chat', 'henti', 'memberitahu', 'mana', 'etika', 'kalai', 'tim', 'shopee']",NEGATIF
"['paham', 'situasi', 'tolong', 'jasa', 'kirim', 'kaya', 'asu', 'cari', 'nafkah', 'biaya', 'loh', 'sampe', 'lebih', 'barang', 'beli', 'alami', 'lambat', '-', 'tolong', 'reseller']",NEGATIF
"['si', 'download', 'aja', 'ngestuck', 'gajelas', 'kali', 'download', 'aja']",NEGATIF
"['buka', 'aplikasi', 'muncul', 'gambar', 'aplikasi', 'shopee', 'ku', 'tutup', 'belanja']",NEGATIF
"['iklan', 'panjang', 'aplikasi']",NEGATIF
"['jelek', 'banget', 'aplikasi', 'main', 'aja', 'gak']",NEGATIF
"['main', 'candy', 'crusah', 'shopee', 'sy', 'level', 'gmn', 'cr', 'main', 'nya', 'kunci', 'tolong', 'baik']",NEGATIF
"['kecewa', 'shopee', 'gratis', 'ongkir', 'pakai', 'ongkirnya', 'tulis', 'aplikasi', 'guna', 'klaim', 'hadiah', 'gratis', 'klaim', 'gabisa', 'alas', 'jaring', 'eror', 'padaha', 'cekout', 'barang', 'aja']",NEGATIF
"['maap', 'ya', 'pe', 'shopee', 'gin', 'sih', 'masak', 'gak', 'pilih', 'ekspedisi', 'asli', 'kesel', 'banget', 'ongkir', 'mahal', 'ya', 'untung', 'kalo', 'ketemu', 'jnt', 'ekspress', 'kirim', 'pakaik', 'sicepat', 'lot', 'banget', 'ya', 'gin', 'kalo', 'gak', 'milih', 'males', 'order']",NEGATIF
"['kurir', 'shopeee', 'ngiirim', 'lebh', 'eskpedisi']",NEGATIF
"['barang', 'free', 'ongkir', 'udh', 'pakai', 'voucherpas', 'checout', 'free', 'eh', 'gilir', 'checout', 'mlh', 'trnyata', 'ongkir', 'ongkirnya', 'mahal', 'udh', 'lanjur', 'ngumpulin', 'barang', 'sen', 'ongkirkecewa', 'banget']",NEGATIF
"['akun', 'jelek', 'vocher', 'guna']",NEGATIF
"['voucher', 'gratis', 'ongkir', 'gak', 'update', 'dluudh', 'update', 'gaada', 'gabisa', 'boro', 'klaim', 'voucher', 'nya', 'aja', 'gak', 'iklan', 'nya', 'gratis', 'ongkir', 'beli', 'voucher', 'nya', 'pakai', 'shopee', 'pay', 'memory', 'gede', 'banget', 'sedih', 'akutu']",NEGATIF
"['shopee', 'tanam', 'fungsi', 'main', 'hp', 'lag']",NEGATIF
"['masak', 'cod', 'nya', 'cod', 'tau', 'aneh', 'undi', 'hadiah', 'nya', 'tipu', 'parah']",NEGATIF
"['hih', 'komunitas', 'shopee', 'nya', 'gak', 'sabaraan']",NEGATIF
"['ongkir', 'gratis', 'ga', 'ongkir', 'gratis', 'nombok', 'rb', 'cancel', 'aja', 'jual', 'drpd', 'nombok']",NEGATIF
"['shopee', 'sebal', 'update', 'versi', 'baru', 'ttep', 'ajah', 'lola', 'banget', 'gk', 'muncul', 'gambar', 'kesel', 'ka', 'ken', 'order', 'tolong', 'baik', 'kak', 'nnti', 'kasih', 'bintang']",NEGATIF
"['sy', 'ksih', 'bintang', 'dlu', 'yaa', 'lihat', 'depan', 'amanah', 'bintang', 'mah', 'gampang', 'lihat', 'kerja', 'depan']",NEGATIF
"['aplikasi', 'suka', 'ngelag', 'gambar', 'photo', 'ngga', 'fbbrowser', 'lancar', 'sayang', 'neng', 'belanja', 'promo', 'ongkirlama', 'gondok', 'gin']",NEGATIF
"['batal', 'pesan']",NEGATIF
"['knapa', 'sih', 'shopee', 'ubah', 'udh', 'cinta', 'banget', 'huhu', 'cod', 'voucher', 'gratis', 'ongkir', 'sulit', 'banget']",NEGATIF
"['sehabia', 'update', 'susah', 'login', 'ribet', 'nih', 'aplikasi', 'buka', 'maju', 'login', 'via', 'fb', 'langsung', 'masuk', 'skarenag', 'kode', 'verifikasi', 'udh', 'tunggu', 'ga', 'muncul', 'verifikasinyaa']",NEGATIF
"['hati', 'hati', 'jual', 'eta', 'nomor', 'resi', 'palsu', 'muncul', 'nomor', 'lacak', 'barang', 'blm', 'kirim', 'kemas', 'shopee', 'fasilitas', 'serta', 'fitur', 'batal', 'beli']",NEGATIF
"['aplk', 'tolol', 'belanja', 'log-in', 'dulupadahal', 'log-in', 'install']",NEGATIF
"['shope', 'bagus', 'kecewa', 'balikin', 'sistem', 'kyak', 'biar', 'beli', 'ngegunain', 'jasa', 'jnt', 'jne', 'ku', 'kasih', 'bintang', 'yak', 'kalu', 'sistem', 'ku', 'ubah', 'bintang']",NEGATIF
"['parah', 'tipu', 'toko', 'shope', 'pas', 'beli', 'voucher', 'kirim', 'sesuai', 'bukti', 'pas', 'beli', 'voucher', 'jual', 'kirim', 'bukti', 'transaksi', 'aju', 'kembali', 'shope', 'menang', 'jual', 'jual', 'bukti', 'transaksi', 'kecewa']",NEGATIF
"['kecewa', 'shopee', 'kecewa', 'milih', 'opsi', 'kirim', 'lama', 'tinggal', 'aplikasi', 'shopee']",NEGATIF
"['gin', 'ya', 'kalo', 'kirim', 'nya', 'dipilihin', 'shopee', 'pas', 'kena', 'si', 'cepat', 'alamat', 'pakait', 'hilang', 'jnt', 'rumah', 'si', 'cepat', 'kalo', 'nganter', 'kalo', 'kya', 'gin', 'deh', 'auto', 'uinstal', 'shopee', 'beli', 'produk', 'anter', 'pakai', 'jne', 'maaf', 'tarik', 'bintang', 'nya', 'gk', 'ngerti', 'ide', 'ngerubah', 'kirim', 'kya', 'gin', 'selamat', 'tinggal', 'shopee', 'belanja', 'kalo', 'baik', 'salah']",NEGATIF
"['shopee', 'ngk', 'daftar', 'udh', 'bener']",NEGATIF
"['shopee', 'arisan', 'buka', 'stuck', 'layar', 'putih']",NEGATIF
"['shopee', 'tolong', 'respon', 'dana', 'kembali', 'nunggu', 'shopee', 'proses', 'tolong', 'shopee', 'tingkat', 'kualitas', 'gimana', 'woyy', 'uang', 'gua', 'ga']",NEGATIF
"['jelek', 'download']",NEGATIF
"['buruk', 'barang', 'sampai', 'sblm', 'tgl', 'januari', 'gak', 'sampai', 'hri', 'tgl', 'januari']",NEGATIF
"['kembali', 'dana', 'maksimal', 'jam', 'bohong', 'dana', 'nggak', 'kirim']",NEGATIF
"['kupon', 'gak', 'klaim']",NEGATIF
"['gimana', 'sih', 'shopee', 'koin', 'ilang', 'brusan', 'koin', 'ilang', 'gapaham', 'deh', 'keselll']",NEGATIF
"['maaf', 'ya', 'bintang', 'kirim', 'lelet']",NEGATIF
"['pakai', 'shopee', 'express', 'surabaya', 'mojokerto', 'sampai', 'pakai', 'malam', 'aja', 'barang', 'nggak', 'customerku', 'kecewa', 'layan', 'ya']",NEGATIF
"['shopee', 'gak', 'asikk', 'kait', 'jasa', 'kirim', 'gak', 'pilih', 'shopee', 'tentu', 'kirim', 'lamasolusinya', 'pindah', 'aplikasi']",NEGATIF
"['bayar', 'ga', 'ya', 'update', 'install', 'ulang']",NEGATIF
"['verivikasi', 'no', 'hp', 'gk']",NEGATIF
"['aplikasi', 'nya', 'jlek', 'nggak', 'kaya', 'bagus']",NEGATIF
"['gmn', 'si', 'ka', 'download', 'ko', 'ga', 'pasang', 'ya', 'udh', 'ulang', 'kalitlng', 'konfirmasi', 'nya']",NEGATIF
"['aplikasi', 'kopet', 'masak', 'pakai', 'beli', 'pulsa', 'muncul', 'tulis', 'penuh', 'kuota', 'beli', 'har', 'transfer', 'bank', 'ribet', 'ny', 'proses', 'verifikasi', 'lelet', 'ribet', 'dah', 'pakai', 'shopee']",NEGATIF
"['shopee', 'ga', 'jelasmana', 'pelit', 'gratis', 'ongkir', 'lagikek', 'nya', 'pindah', 'lapak', 'aja']",NEGATIF
"['isi', 'pulsa', 'metode', 'bayar', 'transfer', 'bank', 'status', 'mbanking', 'udh', 'hasil', 'status', 'shopee', 'bayar', 'saldo', 'sengaja', 'sisain', 'bwt', 'isi', 'pulsa', 'sedot', 'ga']",NEGATIF
"['berat', 'aja', 'ya']",NEGATIF
"['performa', 'shopee', 'turun', 'lelet', 'jaring', 'bagus', 'check', 'out', 'aja', 'susah', 'tolong', 'maksimal']",NEGATIF
"['belum', 'beli', 'pilih', 'ekspedisi', 'sesuai', 'kl', 'spt', 'nentuin', 'paki', 'ekspedisi', 'bs', 'nikmatin', 'free', 'ongkirnya', 'payah', 'bijak', 'sungguh', 'enak', 'beli']",NEGATIF
"['ga', 'top', 'up', 'free', 'fire', 'event', 'seru', 'pas', 'top', 'up', 'ko', 'ilang', 'voucher', 'games', 'nya', 'top', 'up', 'dimanacoba', 'adain']",NEGATIF
"['shopee', 'tanam', 'tipu', 'ujung', 'nya', 'sruh', 'beli', 'bayar', 'tanam', 'ujung', 'nya', 'duit', 'bayar', 'mending', 'langsung', 'beli', 'aja', 'ngapain', 'tanam', 'asu']",NEGATIF
"['ahkenapa', 'shopee', 'nunggu', 'kabar', 'kirim', 'pesan', 'tele', 'updatetan', 'yabelum', 'pakaiaplikasi', 'kayak', 'abal', 'dikit', 'upgrade', 'tan', 'sih', 'diupgrade', 'virus', 'tanggulasi', 'pandemi', 'budidaya', 'tunggu', 'bilang', 'operasional', 'corona', 'ya', 'shopee']",NEGATIF
"['game', 'shopee', 'mancing', 'gak', 'poin', 'nambah', 'emang', 'bener', 'sih', 'mancing', 'mancing', 'marah']",NEGATIF
"['tolong', 'jasa', 'layan', 'kirim', 'antaraja', 'buang', 'barang', 'gerak', 'hari', 'customer', 'rugi', 'finansial', 'barang', 'ambil', 'moga', 'shopee', 'perhati', 'jasa', 'kirim', 'barang']",NEGATIF
"['aplikasi', 'lot', 'banget', 'gabisa', 'login', 'coba', 'pakai', 'line', 'pakai', 'password', 'loading', 'pakai', 'nomer', 'telpon', 'kode', 'gamasuk', 'mau', 'sih', 'tambah', 'kali', 'ngasih', 'ulas', 'aja', 'tulis', 'halaman', 'baik', 'capek', 'tau', 'nulis', 'ulas', 'masak', 'ulang']",NEGATIF
"['iklan', 'nya', 'mengangu', 'main', 'game']",NEGATIF
"['ngga', 'metode', 'cod', 'tulis']",NEGATIF
"['aplikasi', 'shopee', 'tipu', 'saldo', 'shopee', 'pay', 'bobol', 'penjuallb']",NEGATIF
"['kurir', 'gak', 'milih', 'make', 'kurir', 'gak', 'milih', 'kurir', 'kecewa', 'bangey', 'shopee', 'standar', 'expres', 'sampai', 'hari', 'sampe', 'skrang', 'hari', 'sampe', 'kecewa']",NEGATIF
"['ribet', 'banget', 'kecewa']",NEGATIF
"['shopee', 'bagong', 'jasa', 'kirim', 'hilang', 'gratis', 'ongkir', 'shopee', 'pay', 'marah', 'suara', 'langgan', 'sulit']",NEGATIF
"['ya', 'allah', 'ngga', 'ngerti', 'kemarin', 'zakat', 'via', 'shopee', 'dg', 'timbang', 'himbauan', 'perintah', 'kurang', 'interaksi', 'pilih', 'shopee', 'pakait', 'orang', 'serta', 'nama', 'ya', 'bayar', 'via', 'transfer', 'hasil', 'minggu', 'lebaran', 'chek', 'akun', 'dana', 'nambah', 'shopee', 'payku', 'nila', 'zakat', 'ku', 'telusur', 'dana', 'zakat', 'kembali', 'situ', 'lemes', 'ramadhan', 'keluarga', 'ngga', 'zakat']",NEGATIF
"['barang', 'diterimatapi', 'aplikasi', 'tunjuk', 'barang', 'dikirimgimna', 'coba', 'bikin', 'pusing', 'ajaribet', 'banget', 'kya', 'nya', 'tolong', 'baik', 'lagi', 'depa']",NEGATIF
"['kode', 'gak', 'kirim', 'ngebug']",NEGATIF
"['voucher', 'gratis', 'ongkirnya', 'gak', 'pakai']",NEGATIF
"['kenapaaa', 'jasa', 'kirim', 'gaada', 'jnt', 'dkk', 'woiii', 'sedih', 'gabisa', 'atur', 'sendiripliss', 'shopee', 'balikin', 'kayak', 'ya']",NEGATIF
"['kenapasiii', 'jasa', 'kirim', 'ga', 'pilih', 'sendiriiii', 'maaf', 'yah', 'kasih', 'bintang', 'tolong', 'ubah']",NEGATIF
"['shopee', 'express', 'standard', 'kirim', 'nggak', 'update']",NEGATIF
"['update', 'gk', 'jasa', 'kirim', 'tolong', 'perhati', 'beli', 'cari', 'baik', 'jasa', 'kirim', 'shopecare', 'tlong', 'menu', 'kirim', 'ubah', 'pilih', 'ekspedisi', 'ekspedisi', 'daerh', 'plus', 'minus', 'klau', 'rondom', 'gk', 'tau', 'ekspedisi', 'nya', 'pakai', 'klau', 'pas', 'cocok', 'daerah', 'yaa', 'bagus', 'klau']",NEGATIF
"['buruk', 'diupdate', 'ngga', 'login', 'jasa', 'kirim', 'otomatis', 'pilih', 'shopee', 'fair', 'gilir', 'beli', 'ubah', 'opsi', 'jasa', 'kirim', 'eh', 'keduluan', 'seller', 'acc', 'jasa', 'kirim', 'ongkir', 'id', 'express', 'cuman', 'semenjak', 'bijak', 'shopee', 'korupsi']",NEGATIF
"['diapdute', 'ko', 'gak', 'lihat', 'etalase', 'toko', 'nya', 'yamalah', 'informasi', 'ganggu', 'suruh', 'muat', 'ulang', 'aja', 'gak', 'liat', 'barang', 'nya']",NEGATIF
"['akun', 'beku', 'ga', 'langgar', 'aja', 'telpon', 'atas', 'nama', 'shoppe', 'hadiah', 'tau', 'nama', 'alamat', 'lengkap', 'nomor', 'percaya', 'akun', 'beku', 'akun', 'nge', 'hack']",NEGATIF
"['tolong', 'mengunduhnyah', 'banget']",NEGATIF
"['aplikasi', 'bodohgw', 'begadang', 'dapatin', 'diskon', 'alamat', 'gk', 'tera', 'shopee', 'udh', 'neng', 'diskon', 'bege', 'banget']",NEGATIF
"['sih', 'gratis', 'ongkirnya', 'gak', 'pakai', 'tipu', 'pas', 'check', 'out', 'gagal', 'gagal', 'hadeh', 'kalo', 'gak', 'niat', 'ngasih', 'gratis', 'ongkir', 'yowes', 'gak', 'usa']",NEGATIF
"['kecewa', 'respon', 'cs', 'mohon', 'coaching', 'refreshment', 'nama', 'cs', 'anonim', 'rinto', 'gagat', 'atira', 'sangat', 'kecewa']",NEGATIF
"['download', 'loading', 'sumpah']",NEGATIF
"['semenjak', 'shopee', 'tanam', 'nyuri', 'air', 'suka', 'shopee', 'panen', 'koin', 'gara', 'maling', 'inimah', 'ngajarin', 'anak', 'orang', 'curi', 'udh', 'mah', 'nyuri', 'nyiram', 'kebun', 'mending', 'nyuri', 'siram', 'kebun', 'shopee', 'tolong', 'hps', 'fasilitas', 'nyuri', 'air', 'kasih', 'bintang', 'fasilitas', 'nyuri', 'air', 'hapus', 'jarang', 'banget', 'voucher', 'gratis', 'ongkir', 'tunaishopee', 'pelit', 'donk']",NEGATIF
"['shopee', 'monopoli', 'jasa', 'kirim']",NEGATIF
"['aduh', 'kesel', 'kalo', 'kek', 'gin', 'pesan', 'barang', 'bedah', 'bedah', 'expedisi', 'cepat', 'lambat', 'kira', 'nya', 'gak', 'kalo', 'gin', 'kecewa', 'tolong', 'balikin', 'potong', 'ongkirnya', 'mas', 'bayar', 'sisa']",NEGATIF
"['gak', 'ngerti', 'uinstal', 'sih']",NEGATIF
"['kemarin', 'beli', 'jam', 'tangan', 'aplikasi', 'shopee', 'kirim', 'jam', 'rusak', 'mati', 'gk', 'fungsi', 'harga', 'nya', 'tolong', 'shopee', 'kalo', 'lapak', 'curang', 'gk', 'jujur', 'mending', 'tutup', 'aja', 'akun', 'lapak', 'rugi', 'konsumen', 'beli', 'langgan', 'shopee']",NEGATIF
"['thr', 'nya', 'gak', 'cepet', 'kalo', 'instal']",NEGATIF
"['tolong', 'baik', 'ya', 'susah', 'sms', 'otapi', 'nomor', 'belanja', 'susah', 'gimana']",NEGATIF
"['aplikasi', 'nya', 'instal', 'coba', 'nunggu', 'nya', 'ampe', 'jam', 'ehh', 'pas', 'suruh', 'instal', 'kuota', 'beli', 'pakai', 'daun']",NEGATIF
"['aju', 'kembali', 'dana', 'shope', 'aju', 'tuju', 'jual', 'owner', 'tuju', 'mengahapus', 'aju', 'hilang', 'duit', 'barang', 'kirim', 'beli', 'item', 'barang', 'kecewa']",NEGATIF
"['buruk', 'masalah', 'mulu']",NEGATIF
"['aplikasi', 'jual', 'beli', 'online', 'pakai', 'aplikasi', 'shopee', 'shopee', 'lot', 'gambar', 'suka', 'gak', 'buka', 'udh', 'update', 'versi', 'baru', 'sinyal', 'lancar', 'ajaa', 'aja', 'gak', 'buka', 'gambar', 'tolong', 'baik', 'yaa']",NEGATIF
"['shopeepay', 'nya', 'gak', 'pakai', 'udh', 'isi', 'pas', 'shopeepay', 'nya']",NEGATIF
"['downloadnya', 'banget', 'sih']",NEGATIF
"['seller', 'distrobdg', 'tipu', 'sen', 'pcs', 'dteng', 'pcs']",NEGATIF
"['shopee', 'curi', 'shopee', 'curi', 'keras', 'tolong', 'ilangin', 'fitur', 'curi', 'air', 'nyaaa', 'dongg']",NEGATIF
"['jelek', 'aplikasi', 'nya']",NEGATIF
"['sy', 'langgan', 'setia', 'shopee', 'jasa', 'ekspedisi', 'monopoli', 'jasa', 'ekspedisi', 'shopee', 'express', 'mgkn', 'nama', 'aja', 'express', 'kirim', 'super', 'duper', 'lot', 'alias', 'lamaa', 'poll', 'andai', 'jasa', 'ekspedisi', 'milih', 'bagus']",NEGATIF
"['update', 'aplikasi', 'playstore']",NEGATIF
"['turunin', 'bintangsudah', 'shopee', 'paylater', 'gua', 'ga', 'naek', 'limit', 'nya', 'turun', 'ga', 'auto', 'pindah', 'toko', 'ijo']",NEGATIF
"['aplikasi', 'bagus', 'bagus', 'nya']",NEGATIF
"['barang', 'banget', 'sampe', 'nyakeburu', 'ubah', 'pikir', 'ken', 'beli', 'laenudh', 'gitu', 'ongkir', 'nya', 'gila', 'ribu', 'hh']",NEGATIF
"['ga', 'klaim', 'gratis', 'ongkir', 'tolong', 'baik', 'usaha', 'sy', 'macet']",NEGATIF
"['aplikasi', 'berat', 'bikin', 'lot', 'hp', 'gk', 'olshop']",NEGATIF
"['coba', 'dlu', 'bagus', 'bintang', 'nya']",NEGATIF
"['ke-', 'kali', 'akun', 'blokir', 'shopee', 'proses', 'beli', 'barangsaya', 'hilang', 'barang', 'geblek', 'shopeee', 'gamau', 'tau', 'akun', 'kembali', 'nnti', 'barangsaya', 'lapor']",NEGATIF
"['bintang', 'bicara', 'verikasi', 'nomer', 'tlp', 'bisarugi', 'data']",NEGATIF
"['daftar', 'akun', 'aja', 'sulit', 'ampun']",NEGATIF
"['aplikasi', 'gajelas']",NEGATIF
"['bayar', 'pending', 'udh']",NEGATIF
"['tolong', 'aplikasi', 'baik', 'liat', 'produk', 'susah', 'loading', 'gambar', 'gak', 'muncul', 'kalo', 'liat', 'flash', 'sale', 'parah', 'loadingnya']",NEGATIF
"['gk', 'update']",NEGATIF
"['kasi', 'bintang', 'belanja', 'online', 'cod', 'gk', 'direspon', 'toko', 'tuju']",NEGATIF
