Summary,Category
"ia uraikan dalam kegiatan takhassus quran camp ini anakanak didik diajak untuk focus dalam menghafal al quran, sehingga kegiatannya hanya berisi menghafal al quran dan game saja, makanya kegiatannya memang diadakan di luar sekolah. program takhassus quran ini mulai dilaksanakan dimulai pada tahun pelajaran 20212022. adapun siswa yang bisa masuk dalam program takhassus quran ini adalah siswa yang lolos seleksi berdasarkan kriteria yang ditetapkan, pungkas ustadzah juniarti. tahun 2021 takhassus quran camp diadakan villa kebun krecek nongko jajar dengan jumlah peserta 22 anak, dan tahun ini diadakan di villa amanah madinah prigen dengan jumlah peserta 45, urainya. kelas takhassus adalah kelompok siswa yang menghafal quran dengan target lebih banyak daripada siswa lainnya, tutur kepala sd al falah darussalam 2 waru sidoarjo ustadzah juniarti, s.pd pada 27102023 siang. tujuan adalah untuk memperoleh target menghafal meningkat dari sebelumnya. sarana refresh  pikiran dalam menghafal al quran, sehingga anak didik semakin cinta al quran juga semakin rajin dalam murojaah, jelasnya. takhassus quran camp adalah kegiatan tahunan untuk jenjang sd, sd icp dan smp, bagi siswa kelas takhassus quran. al falah darussalam waru sidoarjo telah merefresh siswanya dalam takhassus quran camp, pada 2627102023 di villa amanah madinah prigen pasuruan. sidoarjo radarjatim.id  upaya meningkatkan siswanya dalam menghafal al quran agar lebih tenang dan menyegarkan suasananya.",Pendidikan
"kegiatan tadarling diakhiri dengan game seru yang dipandu oleh ustadzah indah selaku wali kelas 1d, dengan hadiah dan voucher bagi siswa yang bisa menjawab pertanyaan yang diberikan. semoga bisa menjalin silaturrahmi seluruh siswa, menambah semangat siswa untuk senang dan pandai dalam membaca alquran, jelas ustadzah indah,s.pd selaku pendamping. sebelum game dimulai, ustadzah indah mengajak siswa untuk bernyanyi bersama.mad semua siswa mengikuti murojaah dengan semangat dan tertib, yang dilanjutkan tausiyah oleh ustadz badrul imam, s.pd. karena rosulullah saw bersabda terangilah rumahmu dengan sholat dan membaca alquran, jelasnya. selain itu juga untuk menjelaskan kepada anakanak bahwa inti dari kegiatan tadarling adalah tadarus atau membaca alquran. alhamdulillah kegiatan tadarling berjalan dengan lancar. pada 25102023 seluruh siswa kelas satu sekitar 120 siswa yang didampingi para ustad dan ustadzah mulai tadarling di kediaman muhammad salman al arsya, siswa kelas 1b. itulah sebabnya sd al falah darussalam tropodo waru sidoarjo kini mulai menjalankan program tadarling tadarus keliling. ust imam menjelaskan kalau tujuan tadarling ini adalah untuk bersilaturrahmi ke rumah nanda, supaya anakanak bisa mengetahui rumah temantemanya. sidoarjo radarjatim.id  selain sebagai sarana bersilaturrahmi ke rumah temantemanya, juga dalam rangka menjalankan sabda rosululloh terangilah rumahmu dengan sholat dan membaca alquran. diawali dengan murojaah surat annaas sampai surat alqoriah.",Pendidikan
"ia katakan, bahwa seluruh keluarga besar smp negeri 4 sidoarjo ini juga dalam rangka memohon ampunan, kemudian mohon minta hujan di musim kemarau yang panjang ini. begitu juga musim penghujan di wilayah sidoarjo diprediksi bmkg badan meteorologi klimatologi dan geofisika juanda sidoarjo sekitar januari 2024 mendatang.mad perlu diketahui bahwa kondisi cuaca panas yang sangat ekstrem mencapai sekitar 36 derajat lebih. kepala smp negeri 4 sidoarjo lilik sulistyowati, s.pd m.pd berharap kegiatan keagamaan seperti ini lebih menguatkan karakter iman dan taqwa para siswa kami, atau lebih mendekatkan diri kepada allah swt. yakni dengan menjalankan perintahnya dan menjauhi larangannya. sidoarjo, kabupaten sidoarjo. mulai pagi, sebelum masuk ruang kelas masingmasing seluruh siswa sudah siap, antusiasi mengikuti prosesi shalat istisqa yang pernah dijalaninya. mulai dari kepala sekolah, guru dan karyawan, semuanya melaksanakan dengan tumaninah yang dipimpin atau sebagai imam oleh ustad mustafa, s.pd.i. sidoarjo radarjatim.id  ihtiar berharap hujan segera turun sudah banyak dilakukan oleh masyarakat dari berbagai kalangan, termasuk ribuan siswa dan keluarga besar smp negeri 4 sidoarjo juga telah melakukan shalat istisqa secara bersamasama, pada rabu 25102023 di halaman sekolah, jl. juga bisa mengurangi polusi udara yang sangat buruk bila kemaraunya berkepanjangan, tuturnya.",Pendidikan
"kepala minu kh. saya juga berharap, bisa membangkitkan semangat anakanak mengembangkan ilmu agama ataupun pengetahuan lain. peringatan hari santri bisa menambah pengalaman saya, lebih kenal apa itu santri. saya senang sekali, katanya. mukmin dan diakhiri dengan gelar teatrikal tentang perjuangan pendiri nu, kh. nantinya menjadi bagian dari generasi bangsa yang semakin maju, harap anis faridah.mad mukmin sidoarjo, anis faridah, s.pd menuturkan kalau gelar seperti ini masuk dalam perwujudan p5 projek penguatan profil pelajar pancasila pada dimensi beriman kepada tuhan yme. m. royyan anugrah salah satu siswa pemenang gus santri mengaku sangat senang bisa meraih juara. kh. pementasan tersebut digelar di halaman minu kh. dilanjut pemberian penghargaan para pemenang gus dan ning santri minu. rangkaiannya dimulai sejak, jumat 20102023 dengan kegiatan istighosah bersama, lomba sholawat dan pemilihan gus dan ning santri minu kh. hasyim asyari. mukmin, tampak sejumlah siswasiswi dari kelas tiga dan empat telah melakukan atraksi atau unjuk kebolehan kemampuan mereka sangat luar biasa. juga terus mendorong anakanak yang kreatif dan punya sifat tasawuf, toleransi serta menjadi teladan bagi semuanya. sidoarjo radarjatim.id  peringatan hsn hari santri nasional 2023 bertamakan jihad santri jayakan negeri telah dimanfaatkan oleh minu kh mukmin sidoarjo. yakni dengan menggelar berbagaimacam kegiatan, salah satunya yang menarik adalah teatrikal tentang perjuangan salah pendiri nu kh. hasyim asyari. mukmin untuk siswa kelas bawah dan siswa kelas atas. semoga bisa menambah semangat dan berprestasi yang lebih baik lagi.",Pendidikan
"masjid ini bentuk kepedulian warga perumahan dalam membangun masjid menjadi contoh bagi warga lainnya untuk guyub dan gotong royong mewujudkan rencananya, kata edi hasan. pembangunan ditargetkan selesai pada 2025. kepala desa dahanrejo edi hasan mengungkapkan kegembiraanya melihat partisipasi warga perumahan green garden yang secara swadaya membangun masjid. rencananya masjid itu akan dibangun 3 lantai dan mampu menampung hingga 700 jemaah. sehingga ini akan menjadi ladang amal bagi warga semua, ujar bupati yani. masjid tersebut dibangun di atas tanah fasos perumahan seluas 700 m2. tanahnya merupakan fasilitas sosial yang disiapkan ole pt raya bumi nusantara permai rbnp, pengembang perumahan green garden regency. semoga apa yang diharapkan warga perumahan membangun masjid segera terealisir. semoga niat warga membangun masjid di hari santri ini mendapatkan keberkahan dan kemanfaatan. dikatakan, pembangunan masjid ini momennya juga bagus, karena bertepatan dengan hari santri nasional. gresik radarjatim.id  bupati gresik fandi akhmad yani, didampingi wakil ketua dprd mujid riduan, melakukan peletakan batu pertama pembangunan masjid kh muchtar djamil di komplek perumahan green garden gresik, kawasan iconland jalan wahidin sudirohusodo, gresik, jawa timur, sabtu  21102023. saat memulai peletakan batu pertama pembangunan, bupati yani nampak terkesan akan pembangunan masjid tersebut. ia juga menitipkan pesan agar masyarakat terus gotongroyong dalam membangun masjid.",Religi
"kami juga berharap tingkah laku santri ini dapat diarahkan ke hal hal yang positif dengan mudah. sekaligus dalam rangka setiap kegiatan ppdb mi salafiyah bahauddin menjadi madrasah pilihan masyarakat, harap ustad huda_sapaan akrabnya.mad kepala mi salafiyah bahaudin, nurul huda, s.ag menuturkan kalau kegiatan kami selain melakukan upacara bendera dengan berpakaian muslim semumanya. mereka setiap santri membawa bekal sarapan dari rumah masingmasing yang dibungkus daun pisang, serta diakhiri dengan minum susu bersama, sebagai bagian kegitan rutin minum susu setiap tri wulan sekali, tutur nurul huda. sementara bacaan 7.770 sholawat nariyah sebagai upaya kami memohon kepada yang maha kuasa agar negara kita ini aman, tenteram dan damai. sidoarjo radarjatim.id  ikut serta memperingati hsn hari santri nasional 2023. mi salafiyah bahaudin ngelom taman melakukan dengan kegiatan upacara bendera dengan mengenakan pakaian muslim semuanya, yang dimulai pukul 7.00 di halaman sekolah, pada 21102023 pagi. kami juga membacakan sholawat nariyah sebanyak 7.770 kali, dibagi sejumlah  370 santri yang  disambung dengan sarapan bersama ala santri pondok pesantren.",Pendidikan
"berikan doa dan donasi terbaik kalian, agar allah mencatat ini sebagai perjuangan kita. selain itu di masjid al aqso rasulullah diperjalankan isro miroj ke surga bersama malaikat jibril, terang ustad ali efendi kepada muridmuridnya. kita tak bisa ke palestina, tapi kita di sini bisa beramal dan berdoa, tuturnya.mad nah, warga palestina saat ini sedang mempertahankan sebagian wilayah yang akan diambil oleh israel. warga palestina mempertahankan karena itu tanah para nabi. wakasek sd darussalam 2 icp international class programme tropdo waru, ustad ahmad noval, s.pd.i menuturkan kalau umat islam itu bersaudara, maka sekarang kita lakukan sholat ghaib dan berdoa untuk saudara seiman kita di palestina. masjid al aqso dahulu sebagai kiblat umat islam pertama sebelum pindah ke kabah di masjidil haram. mereka palestina dan israel merasa memiliki wilayah tersebut yakni jalur gaza termasuk masjid al aqso. kalian pasti akan mempertahankan rumah kalian jika ada orang lain yang masuk mau mengambil rumah kalian. prosesi shalat ghoib dan doa bersama dimpimpin langsung oleh ustad moh. ayyub, s.ag guru kelas 5b, selain itu keluarga besar lpfdt juga melakukan penggalangan danadonasi dari seluruh siswa, guru dan wali murid, terkumpul sekitar rp 102.015.900 yang bekerjasama dengan lembaga amil zakat, ydsf untuk penyaluran donasi palestina tersebut. menurutnya, warga palestina itu ibarat kalian yang memiliki rumah. sidoarjo radarjatim.id  ribuan siswa dari lembaga pendidikan al falah darussalam lpfdt yang menaungi kb, tk, sd, smp al falah darussalam waru sidoarjo telah melaksanakan shalat ghaib dan doa bersama untuk palestina di lapangan sd al falah darussalam tropodo, waru, sidoarjo, jumat 20102023 pagi. direktur lpfdt ustad ali efendi, s.pd mm menuturkan, dalam melakukan sholat ghaib ini sebagai  bentuk solidaritas sesama umat islam. sekaligus memberi doa kepada warga palestina yang meninggal dunia akibat konflik palestinaisrael.",Pendidikan
"tema tersebut untuk mengajak para santri berjuang membangun kejayaan negeri dengan semangat jihad. untuk tahun 2023 ini peringatan hari santri mengangkat tema jihad santri jayakan negeri. meskipun menggunakan sarung dan bersepatu seluruh civitas akademika terlihat percaya diri dan seakan akan terbiasa dengan kostum tersebut. walaupun sedikit terlihat aneh, tapi saya tetap percaya diri, karena yang berpenampilan seperti ini tidak saya saja, ungkapnya. menurut salah satu mahasiswa teknik mesin semester 1, muhammad rizki hermanto mengatakan, jarangjarang kuliah menggunakan sarung dan songkok seperti ini. seluruh staf dan tenaga kependidikan juga terlihat layaknya santri yang identik menggunakan sarung dan songkok. selamat merayakan hari santri nasional., tambah iir humas umaha.mad saya juga berpesan untuk para santri di seluruh indonesia agar tidak melupakan identitasnya, meskipun tak lagi belajar di lingkungan pondok pesantren, dan juga berharap para santri bisa menjaga karakter baik yang dimiliki serta turut berkontribusi untuk negara, harap hidayatulloh. perlu diketahui, bahwa peringatan yang berlaku sejak tahun 2015 ini, diharapkan bisa menjadi titik balik kebangkitan santri di indonesia. meskipun mereka menggunakan sarung dan songkok, namun mereka tetap memakai sepatu dalam setiap kegiatannya. penetapan 22 oktober sebagai hari santri merujuk tercetusnya resolusi jihad yang berisi fatwa kewajiban berjihad demi mempertahankan kemerdekaan indonesia. apalagi tidak memakai sandal namun tetap menggunakan sepatu. instruksi tersebut disampaikan rektor umaha dr. hidayatulloh, sp.n melalui surat edaran, yang berlaku mulai jumat 20 oktober 2023 hingga minggu 22 oktober 2023. hidayatullah berharap dengan memperingati hsn 2023 bisa menjadi tonggak baru dimulainya kemajuan pesantren. sehingga, suasana dalam perkuliahpun hari ini jumat 20102023 mahasiswa dan dosen kompak menggunakan sarung dan songkok. sidoarjo radarjatim.id  menyambut hsn hari santri nasional yang jatuh pada hari minggu 22 oktober 2023. rektor umaha universitas maarif hasyim latif sepanjang sidoarjo menginstruksikan kepada seluruh segenap civitas akademika lakilaki untuk memakai sarung, dan songkok warna hitam ala macak santri ponpes pada setiap aktivitas di lingkungan kampus. bagaimanapun juga pesantren mempunyai peranan penting dalam membingkai kerukunan bangsa.",Pendidikan
"juga hadir ketua muslimat nu kecamatan gresik hj misturoh, ketua majlis pesona hj ulwiyah inis, dan sejumlah tokoh nu dari kecamatan kebomas dan gresik, serta seluruh tim dan relawan pemenangan ahmad nailul faruq dari seluruh desa di gresik dan kebomas. abdul qodir dan mantan wabup greik muhammad qosim, hadir pula dalam kegiatan tersebut, di antaranya ketua muslimat nu gresik nyai hj aliyah ghozali, ketua mwc nu gresik muhammad zainuri. yang ikut membludak, karena selain masyarakat kebomas, banyak dari tim dan relawan yang kompak hadir di acara tersebut, kata ahmad nailul faroq, selasa 17102023. kegiatan tersebut, lanjut mas nailul, sapaan akrabnya, dalam rangka memperingati maulid nabi muhammad saw dan doa bersama yang dikemas dalam gema sholawat dan dakwah. semoga kita semua mendapat berkah sholawat dan kelak mendapat syafaat kanjeng nabi, juga segala urusan dimudahkan atas berkah sholawat nabi, harap suami ketua pac fatayat nu kecamatan gresik, erna yuliati ini. alhamdulillah, acara berjalan lancar dan yang hadir melebihi undangan yang disiapkan. selain ketua dprd gresik moch. ementara ceramah agama disampaikan oleh h. muhammad qosim, mantan wakil bupati gresik. acara diawali dengan pembacaan sholawat nabi yang dipimpin oleh gus mahrus ali berserta grup sholawat pace ndoyong gresik. ketua dprd gresik moch. gresik radarjatim.id  ratusan ibuibu atau emakemak dari berbagai unsur di kecamatan kebomas antusias dan penuh khidmat mengikuti acara gema sholawat dan dakwah di perum wiharta asri desa sekarkurung, kecamatan kebomas, gresik, jawa timur, minggu 15102023. gema sholawat dan dakwah yang digelar di halaman dan sepanjang jalan rumah staf ahli ketua dprd kabupaten gresik, ahmad nailul faroq, yang juga calon anggota legislatif caleg dprd kabupaten gresik dari partai pkb dapil kecamatan gresik  kebomas 2024 itu berlangsung meriah, namun khidmat. abdul qodir yang hadir juga menyampaikan sambutan.",Religi
"maka dari itu kita meminta perlindungan dari allah semoga setelah ini hujan segera turun dan kemarau panjang ini segera berakhir, harapnya. aisha kirani putri, siswi kelas excellent, menyampaikan harapannya, dengan shalat dan berdoa meminta perlindungan kepada allah dari kekeringan dan kepanasan. untuk menjaga ketauhidan kita sebagai umat muslim, di bawah terik matahari mari kita berdoa menengadah kepada allah, karena sesungguhnya hanya kepada allah kita memohon pertolongan, pintanya. rasanya seperti shalat jumat tapi kita berkumpul di lapangan. kami beri mereka rezeki dari yang baikbaik dan kami lebihkan mereka dengan kelebihan yang sempurna atas kebanyakan makhluk yang telah kami ciptakan, dalam tausiyahnya. dia menjelaskan, ayat ini mengajarkan kita untuk mensyukuri potensi yang diberikan oleh allah subhanahu wa taala dalam mengelola alam ini, sebagai panduan dalam meniti kehidupan yang rukun dan damai dalam bermasyarakat. dan sesungguhnya telah kami muliakan anakanak adam, kami angkut mereka di daratan dan di lautan. sementara siswa lainnya, hafizah lubna ikrima, mengaku ini menjadi pengalaman pertamanya melaksanakan shalat istisqa. kepala spemduta drs zainal arif fakhrudi mm mengatakan, kita sudah merasakan dampak dari cuaca yang sangat ekstrem ini, bahkan di beberapa daerah banyak terjadi kebakaran dan kekeringan. sehingga hari ini anakanak kita ajak untuk praktik langsung, dari pembelajaran di kelas tentang shalat istisqa atau shalat meminta hujan, ajaknya. sidoarjo radarjatim.id  setelah mengetahui adanya peringatan dari bmkg badan meteorologi klimatologi dan geofisika juanda sidoarjo, tentang peningkatan potensi kebakaran hutan dan lahan, efek dari fenomena el nino, berakibat musim kemarau lebih ekstrem, panas dan kering berkepanjangan. melihat kondisi tersebut, keluarga besar smp muhammadiyah 2 taman spemduta sidoarjo melaksakan shalat istisqa, sebagai bentuk ikhtiar memohon kepada allah agar segera diturunkan hujan, pada 11102023 di halaman sekolah. seusai shalat istisqa dilanjutkan dengan khotbah dan doa bersama yang dipimpin oleh ahmad kasir muzzamil shi mpdi, guru ismuba spemduta. kebetulan ini musim kemaraunya sedang panjang.",Pendidikan
"sementara kh ahmad zainul muttaqin al ishaqi gus inung dalam tausyiyahnya mengajak para jamaah yang hadir dalam kajian itu untuk meneladani kemuliaan akhlak rasulullah muhammad saw. karena itu, dalam peringatan maulid ini, kita tidak sekedar melakukan peringatan, tapi benarbenar harus bisa meneladani keagungan dan kemuliaan akhlak kanjeng nabi, rusulullah muhammad, shalallahu alaihi wassalam, ujar gus inung. dengan meneladani akhlak rasulullah dalam kehidupan seharihari, maka ketenangan dan kebahagiaan insya allah bakal dirasakan. tidak hanya itu, keteladanan yang diberikan kanjeng rasul kepada umatnya, kelak akan mengantarkan ke kehidupan kekal yang membahagiakan, yakni surga allah swt. berbagai barang, di antaranya tas, sarung, perabot rumah tangga, aneka jajajan, juga lembaran uang yang digatung di terop tenda menjadi sasaran rebutan warga yang hadir dalam acara maulid nabi itu. selain itu, sebelum pengajian sebagai acara inti, panitia juga menyajikan penampilan grup banjari dan shalawat. antusias warga yang ingin mengikuti pengajian sudah nampak sebelum acara dimulai. suasana hidmat pun membawa para jamaah larut dalam dzikir bersama untuk mengagungkan rasulullah muhammad saw. apalagi, panitia yang dikoordinasi oleh ketua rt 10 rw 04 bayu indarto itu menyuguhkan acara hiburan berupa rebutan gantungan yang disiapkan di terop khusus di depan panggung acara. selain warga perumahan green hill, pengajian dengan kh ahmad zainul muttaqin al ishaqi gus inung sebagai penceramah itu, juga dihadiri oleh jamaah sunan prapen dan warga sekitar perumahan. gresik radarjatim.id  ratusan jamaah warga perumahan green hill sekarkurung, kecamatan kebomas, gresik, jawa timur memadati pengajian yang digelar dalam rangka peringatan maulid nabi muhammad saw, sabtu 8102023 malam. suasana pun jadi semarak penuh dengan kegembiaraan dan persaudaraan.",Religi
"sedangkan pada hari kedua, melalui gema salawat dan pengajian diharapkan kecintaan kepada nabi muhammad saw semakin meningkat. sehingga murid dapat meneladani akhlak rasulullah untuk di terapkan dalam kehidupan seharihari, katanya.mad semua tumpeng disajikan dengan bentuk yang unik dan kreatif. ketua panitia muchammad fatichuddin, mengatakan kegiatan maulid nabi muhammad saw diselenggarakan selama dua hari. siapa yang memulyakan kelahiran nabi, makan akan mendapatkan syafaat di hari kiamat, terang kyai qodhim. kegiatan maulid ini, sangat baik untuk meneladani akhlak dan memulyakan nabi muhammad saw. setelah dinilai, tumpeng tersebut dimakan oleh murid bersama dengan guru, ujarnya. di hari pertama, bertempat di aula, perwakilan murid kelas x dan xi mengikuti lomba tumpeng nusantara. selama berdakwah, nabi muhammad saw mengutamakan untuk penyempurnaan akhlak. apalagi, ketika memberikan tausiah kyai pocong menyampaikannya dengan cara yang menarik. ada 24 tumpeng hasil kreasi murid. dalam tausiahnya, kyai pocong menekankan pentingnya mencintai nabi muhammad sw. bukan nabi yang butuh kita, tetapi kitalah yang butuh nabi. maka jangan sampai kita berhenti mencintai nabi muhammad saw. dengan meneladani pribadi nabi muhammad saw, anakakan akan memiliki akhlak yang baik. sebagaimana sabda rasulullah muhammad saw, barang siapa yang mencintaiku, maka dia akan bersamaku masuk surga. waktu tausiah sekitar 2 jam terasa masih kurang. harapan kami, kegiatan ini menjadi momen yang baik bagi keluarga besar smk negeri 1 sidoarjo untuk terus tumbuh dan meningkatkan kolaborsinya. sementara itu, suasana semakin meriah ketika kyai pocong hadir di tengahtengah guru dan murid. mereka duduk lesehan di bawah tenda di tengah lapangan sekolah, yang kegiatannya diselenggarakan selama dua hari, tepatnya tanggal 4 dan 5 oktober 2023. kepala smk negeri 1 sidoarjo, dhanu lukmantoro menyatakan bahwa murid adalah aset yang sangat berharga. dengan demikian, murid harus dibekali dengan pengetahuan dan iklim belajar yang mendukung tumbuh kembang potensi lahiriah dan batiniah. sidoarjo radarjatim.id  peringatan maulid nabi muhammad saw 1445 h di smk negeri 1 sidoarjo dilakukan dengan sangat semarak. diantaranya dengan gelaran tumpeng bersama serta pengajiantausiyah dari kh abdul qodim dari krian yang akrab dipanggil dengan kyai pocong. dalam tausiyahnya kyai pocong mengajak ribuan siswa untuk mengenali dan meneladani nilainilai akhlak nabi muhammad. sejak pagi sekitar 1.400 murid dan guru juga mengumandangkan salawat.",Pendidikan
"saya juga mohon doa restunya untuk melangkah menuju kursi legislatif, ungkap pak pras_sapaan sehariharinya.mad karena pihaknya akan melangkah untuk mencalonkan diri sebagai anggota legislatif dari partai pkb dapil i. saya mohon maaf, terima kasih support dan dukungannya selama menjabat sebagai kades. sebelumnya kades bluru kidul, tri prasetyono, sh juga mengucapkan terima kasih kepada warganya yang telah mensukseskan acara peringatan maulid nabi muhammar swa. tak ketinggalan, tri prasetyono yang menjabat sebagai kades selama dua periode ini, sekaligus berpamitan kepada warganya. makanya kita harus banyak baca sholawat, ajaknya. sehingga semuanya bisa berjalan dengan baik dan lancar. ternyata tidak, di kota pun bisa. zainal abidin tidak menyangka, desa bluru kidul yang letaknya di kota, ternyata kadesnya bisa mengumpulkan warganya sebanyak ini. biasanya pengajian umum banyak pengunjungnya itu di desa pinggiran sana. karena kegiatan ini adalah dalam rangka peringatan maulid nabi muhammad swa. sekali lagi apresiasi luar biasa pak kades, ungkap kang zainal_sapaan akrabnya yang langsung disambut tempuk tangan para jamaah. bahkan seluruh rt dan rw berkenan membawa tumpeng dan buahbuahan. karena berhasil mengumpulkan warganya dalam acara pengajian umum peringatan maulid nabi muhammad saw, pada minggu 1102023 sore di balai desa bluru kidul sidoarjo. apresiasi luar biasa tersebut, disampaikan ketua pc nu sidoarjo kh. zainal abidin yang sebagai penceramah inti dihadapan peserta, yang terdiri dari fatayat, muslimat, termasuk seluruh perangkat desa serta seluruh rt dan rwnya, yang memenuhi balai desa dan halamannya. dalam kegiatan apapun, serta kondisinya apapun harus banyak baca sholawat. sidoarjo radarjatim.id  ketua pc nu kabupaten sidoarjo memberikan apresiasi yang luar biasa kepada kepala desa bluru kidul sidoarjo. dalam tausiyahnya, kang zainal mengajak hadirin untuk banyakbanyak baca sholawat.",Religi
"melalui gebyar petani cilik ini anakanak di dikenalkan dengan pertahanan ekonomi melalui umkm dan melalui ekonomi pertanian sebagai penahan atau penguat pangan yang ada di kabupaten sidoarjo, ungkapnya. acara yang mengusung tema berkah maulid nabi muhammad saw, indonesia subur, petani makmur sejahtera ini diikuti oleh 3.600 anak tkra muslimat nu sekabupaten sidoarjo.mad ainun jariyah menyampaikan bahwa kirab akbar peringatan nabi muhammad saw dan gebyar petani cilik ini merupakan implementasi dari p5ra proyek penguatan profil pelajar pancasila rahmatallil alamin. ainun jariyah. hadir pula dalam kesempatan tersebut, kepala kantor kemenag h. arwani, mhi, kepala dinas p3akb heny kristiani dan ketua pc muslimat nu sidoarjo hj. kenalkan 4 sifat nabi kepada anakanak kita diantaranya shiddiq jujur, tabligh menyampaikan, amanah dapat dipercaya, dan fathonah cerdas, empat sifat ini harus dikenalkan sejak dini ini tugas kita pendidik dan orang tua semua, jelasnya. sementara itu, ketua pc muslimat sidoarjo hj. marilah kita isi kegiatan maulid nabi ini dengan halhal yang baik, yaitu dengan cara mengajak anakanak usia dini meneladani sifatsifat nabi muhammad saw, ajaknya pada acara kirab akbar maulid nabi muhammad saw dan gebyar petani cilik tkra muslimat nu sekabupaten sidoarjo di gor sidoarjo pada sabtu 3092023 pagi. gus muhdlor sapaan akrab bupati sidoarjo itu menyampaikan mengenalkan keteladanan rasulullah shalallahu alaihi wassalam kepada anak mulai sejak dini agar perilaku tersebut terbawa hingga usia remaja dan sampai tua. sidoarjo radarjatim.id  bupati sidoarjo ahmad muhdlor mengajak pendidik anak usia dini yang tergabung dalam ikatan guru taman kanakkanak igtk dan raudlatul athfal ra muslimat nu sekabupaten sidoarjo untuk meneladani sifatsifat nabi kepada anak didiknya. saya yakin di tangan panjenengan pendidik lah generasigenerasi yang cemerlang dan berakhlakul karimah akan muncul, ucapnya.",Religi
"bersuci itu sangat penting sekali, makanya harus berhatihati dalam membersihkan juga harus benarbenar bersih, terang kh fahrurrozi.mad hari ini kita peringati maulid nabi muhammad, kita laksanakan secara sederhana, tidak perlu bermewahmewah dan tidak membutuhkan biaya. karena fokus kita adalah pada masa depan kalian tanpa memberatkan orang tua kalian, tegas bu dhini. akhlak rosululloh sudah memberikan keteladanan kepada kita,  contoh akhlak yang baik, kita hanya meniru dan mencontoh apabila tidak bisa kita harus terus berusaha, harapnya. selain mengulas tentang akhlak dan budi pakerti yang baik dari rosululloh muhammad saw, kh fahrurrozi juga banyak mengulas tentang memulyakan wanita. diharapkan siswa mampu berperilaku sesuai dengan nilainilai pancasila, yaitu beriman dan bertaqwa kepada tuhan yang maha esa, berkebhinekaan global, gotong royong, mandiri, bernalar kritis, dan kreatif sesuai dengan fungsi p5. makanya dalam ksempatan ini kita pakai untuk berdoa bersamasama. oleh sebab itu, ia berharap para siswanya bisa mendengarkan dan memanfaatkan contohcontoh perilaku nabi muhammad, yang akan diterangkan oleh kh fahrurrozi, bisa disimak dengan baikbaik. termasuk juga tentang kebersihan, baik kebersihan lingkungan juga kebersihan diri dalam bersuci. jadi sudah tidak jamannya lagi bersuka ria saja, pesan bu dhini_sapaan sehariharinya. karena masa depan kalian yang menentukan adalah kalian sendiri. dalam sambutannya, dhini mekarsari berpesan sesuai dengan temanya, berharap kepada para siswa agar bisa mencontoh perilaku nabi muhammad saw. apalagi minggu depan akan menghadapi uts. jadi tidak selayaknya kalau para siswa berperilaku kurang baik, pesannya. kegiatan yang bertemakan meneladani pesona akhlak nabi kepada generasi muda islam, dibuka dahulu oleh kepala smk krian 1 sidoarjo dhini mekarsari, s.pd m. m.pd dengan menghadirkan penceramah kh. kalian semua sudah dewasa, bahkan sudah ada yang sekolah sambil bekerja. sidoarjo radarjatim.id  setelah menjalankan program ikm implementasi kurikulum merdeka, yang di dalamnya terdapat perwujudan p5 projek penguatan profil pelajar pancasila. smk krian 1 sidoarjo dalam memperingati maulid nabi muhammad saw diisi dengan pencerahan atau tausiyah. fahrurrozi, m.pd.i dari wringinanom gresik, dan diikuri sekitar 2511 peserta didik, tersebut dilaksanakan, pada jumat 2992023 pagi di halaman sekolah. hal itu ditegaskan karena kondisi siswanya memang sudah besar, sudah dewasa. sekali lagi saya berpesan, sebagai pelajar tugasnya adalah belajar, tujuannya untuk masa depan.",Pendidikan
