userName;score;at;content;;
yonas karonia Putra;1;17/08/2023 14:35;Tambah lemot, Fitur nambah tapi sistem gak support;;
Raeysha Amanda;2;17/08/2023 14:34;Error' daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus;;
Suharyanto Yanto;1;17/08/2023 14:24;Aplikasi diperbarui tapi malah mempersulit,dulu bisa bayar pakai ewallet sekarang gagal terus, mending dikembalikan kesebelumya malah lancar;;
Adrian Albi;2;17/08/2023 14:21;padahal sinyal bagus tapi susah masuk ke apk terus udah di perbarui malah susah masuknya ini kenapa ya malah gini;;
Rianda Aisyah;1;17/08/2023 14:20;Hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek;;
Gilang Nico;2;17/08/2023 14:17;Dalam proses pemesanan tiket lebih ribet dan memakan waktu yang lebih lama daripada versi yang dulu;;
Bayu Ramadan;2;17/08/2023 14:16;Semenjak aplikasinya update jadi makin lemot hadehh;;
rosi wianci;4;17/08/2023 14:15;Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun;;
Yeni _drh;1;17/08/2023 14:12;Ini update versi terbaru malah nggak bisa dibuka. Gimana yaaaa🥺;;
PMB TEAM;1;17/08/2023 14:09;SATU KATA UNTUK APLIKASI TERBARU ( LEMOT );;
Nur Izzaa Rusdiana S.;1;17/08/2023 14:08;Aplikasi yang baru tampilannya makin ribet, enak yang dulu tampilan simple dan lebih cepat dalam proses transaksi nya. Mungkin bisa diperbaiki lagi, dengan tidak terlalu meninggalkan tampilan lama yang lebih sederhana dan tidak ribet dalam proses pemesanan tiket;;
ARIS SISWADI;1;17/08/2023 14:02;Update baru bukan tambah baik malah tambah lemot...mending pakai yg sebelumnya sudah bagus kenapa kok diganti lagi...malah jd semarwut...jadi aplikasi unfaedah malahan.. Saran saya kembalikan seperti aplikasi sebelumnya saja mudah nyaman dan bagus;;
lulu Ilmaa;1;17/08/2023 13:58;makin update makin jelek;;
Joko Santoso;3;17/08/2023 13:50;ko tampilan nya lebih enak yang dahulu ya, di update malah jadi ruwet;;
Nur irvan Mahmudi;2;17/08/2023 13:49;Gak ada fitur filter ganti nama keretanya ... Mohon di perbaiki lgi . Makasih;;
Crc Sanji;1;17/08/2023 13:45;Pembayaran gak banyak;;
Ratna SD Tarigan;3;17/08/2023 13:27;Setelah update jadi tak bisa di buka;;
Satya Mayzendra;1;17/08/2023 13:25;System basi, lemot, engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus;;
zilqia faeza;1;17/08/2023 13:23;Makin kesini makin susah terhubung, sering gagal scan atau pembayaran lain.. Ngapain nyediain aplikasi kalo masih eror dan gak bisa stabil. Mending beli di loker. Makin payah 👎;;
Rafi Lia;2;17/08/2023 13:20;Gak bisa log in,koneksi timeout terus;;
Dhisa Dewantari;1;17/08/2023 13:14;mending app yg sebelumnya;;
Rizky Arjunnajat;1;17/08/2023 13:13;Update versi terbaru tidak efisien dalam pencarian dan pembelian tiket, perlu diperbaiki untuk tiket yang sudah sold sebaiknya tidak muncul seperti versi sebelumnya. Sebagus bagusnya pelayanan adalah mendengarkan keluhan pengguna;;
Jalal Ludin;1;17/08/2023 13:11;Gblog ud ufdatr provider telkomsel gk masuk2 tolol aplikasi mening aplikasi yg dulu simpel ink stuk d tampilan gk masuk2 menu Pesen tiket d waktu smntara waktu habis untuk loading melakjkan pembayaran aplikasi samph makin buruk pelayanan;;
triamah handayani;1;17/08/2023 13:08;Jd males pkenya setelah update ga bisa msuk loading terus jd ribet mu msen tiket ge👎;;
sarwono sarwono;1;17/08/2023 13:08;"Di samsung J3 pro tidak bisa d slide untuk lihat jadwal dan pesan tempat duduk kereta yang akan di pesan. Tolong di bantu untuk bisa di akses dengan HP layar d bawah 6""";;
Lina Mardyana;4;17/08/2023 13:06;Sangat membantu sekali;;
Putri rasyid rakhma;1;17/08/2023 13:04;Buruk sangat buruk .. Reload sangat lama . Bahkan 15 menit pun .. Tiba2 no respon donk. 2x ketinggalan kereta gara2 reloadnya lama ... Bener bener mau ngatain kenapa sih d ubah ubah .. Kl prosesnya lama. Tolong perbaikin reloadnya;;
Rahmi Susanto;2;17/08/2023 13:04;Baik saat pemesanan, login itu jadi lemot banget setelah di update, udah sekitar 1 jam tapi masih gagal untuk memesan karna loading padahal sinyal jelas bagus. fitur dulu lebih mudah untuk diakses walaupun yang saat ini tampilannya lebih fresh.;;
hanadia 92;3;17/08/2023 13:01;yg baru ini gak bisa milih tempat duduk kah?lemot bgt juga. lebih suka yg lama;;
Yoga Yuniantoko;1;17/08/2023 13:00;Proses ganti jadwal kesulitan saat memilih reduksi;;
Wahyu Kurniawan;3;17/08/2023 12:59;Gara gara ada promo kemerdekaan cara mendapatkan tiket jadi susah,saat di search keterangannya semua tiket habis tapi kenapa pakai aplikasi selain KAI seperti olshop masih banyak stok nya Tolong untuk kejelasan slot kursinya diakuratkan lagi;;
restu ayu pribadi;5;17/08/2023 12:57;Ternyata harus restart hp setelah update aplikasi biar ga lemot;;
Nijananda Pramono;3;17/08/2023 12:52;Update malah jadi banyak sampahh, harusnya kereta api yang sudah soldout gak usah MUNCUL LAGI,, HARGANYA JUGA GAK PASTI PASTI, KENAPA GA HARGA PAS AJA YANG MUNCUL,, BENER-BENER BIKIN KESEL;;
Xin Nagi;1;17/08/2023 12:31;diperbarui bukannya update malah makin down, nyesel bgt w perbarui buka apk ditunggu berjam jam ga jalan bahkan seharian pun tetep ga jalan 😭;;
Angga Yudha;2;17/08/2023 12:28;Makin ga efisien, lebih baik apk sebelum nya;;
Zulfa BioEdu;1;17/08/2023 12:21;Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya 🙏;;
Muhammad adhitya pratama;1;17/08/2023 12:15;ngelag;;
Agus Permana Putra;1;17/08/2023 12:14;"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.";;
setiyo nugroho;1;17/08/2023 12:12;Berat bnget aplikasinya. 😅 sering keluar sendiri , jadwal krl gak lengkap setelah update. Buka aplikasi sampai 1 menit . Device lama samsung galaxy a50. Ini game berat?;;
Joe Adamjaya;1;17/08/2023 12:05;Diskon apaan??;;
Darma santosa;2;17/08/2023 12:00;Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.;;
Opin Gym;3;17/08/2023 11:39;Aplikasi kai akses barusan tadi update pas udah beres update pas login/memasuki email loading terus waktu yang lama beda dengan versi sebelumnya tidak ada bug atau lemot padahal jaringan kami tidak mungkin gk bagus ... Secepatnya di perbaiki karena besok ada keberangkatan lokal ke bdg timur;;
Cintya Dewi;1;17/08/2023 11:34;Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja 🧐🧐🧐🧐;;
Akbar Alfarizi;1;17/08/2023 11:29;mines sekali aplikasi sekarang mau upgrade aja susa,,, sebelum update bisa pesen tiket udah update ga bisa pesen harus join member basic,, giliran mau join ga bisa;;
Fuadiatul Lutfia;1;17/08/2023 11:22;Baru buka apk aja kok udh lemot ya? Padhal udh di upgrade;;
Ahmad Solhibulhuda;1;17/08/2023 11:20;Setelah update aplikasi jadi lemot sekali, sering tiba-tiba log out sendiri, susah saat mau membeli tiket dan menyulitkan saat boarding;;
Adhitya Ardan;1;17/08/2023 11:15;Sortiran msh bagus di aplikasi sblmnya. Bs sort kelas kursi;;
sulistyo pion;1;17/08/2023 11:11;Baru update.Log in ny butuh verifikasi sms hp tpi lama bgt kirim otp sms nya. Mlh d lock akun ny. Hadeh. Gmn sii???;;
Diah Puspita;1;17/08/2023 11:05;Jelek...benar2 jelek..saya sampai ga bisa kerja tetap waktu karena sulitnya pesan tiket dari aplikasi ini...mending balikin ke yang sebelumnya..ga ribet..yang ini loadingnya bikin darah tinggi...;;
Yeni Afriyanti;1;17/08/2023 11:04;Aduh repot banget sih, tiket saya hilang karena gak bisa masuk ke akun lama;;
Aegean Dawn;1;17/08/2023 11:02;Bikin aturan seenaknya ya. Bikin update tapi masih banyak bug, jadi saya gabisa pulang pakai kereta! Harusnya kalo aplikasi ada update gini ada aturan sementara untuk bisa beli tiket di konter untuk berapa minggu sampai aplikasi stabil. Coba liat sekarang. Karena cuma ada satu perusahaan yang punya kereta jadi seenaknya aja bikin aturan. Tau ga sih efeknya? ADA YANG GA BISA PERGI/PULANG PAKE KERETA KARENA MASALAH APLIKASI. Ngerti ga itu tuh vital? Mending cari alternatif transportasi lain skrng;;
candra iyank;1;17/08/2023 10:59;Aplikasi nya sangat lemot... Saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis;;
M. Al Muhtadin;3;17/08/2023 10:59;Pada saat masuk kok lama sekali, gak seperti apk KAI acces;;
Jalu silaki;2;17/08/2023 10:55;Akunya suka tiba-tiba keluar sendiri;;
heru 1200;1;17/08/2023 10:54;diupdate malah gabisa masuk apk;;
Sherly Tuarissa;4;17/08/2023 10:52;Request dong kai acces bikin reschedule perjalanan gitu, biar gak mubazir tiket saya kalo gak jadi bepergian. Thanks;;
Sagit Faturrakhman;1;17/08/2023 10:52;Apa sii kenapa makin ancur ni apk ga bisa di akses lama loading nya;;
Amir El_Mustafa;4;17/08/2023 10:42;Apakah ini upgrade an KAI ACCESS sebelum ini?;;
Arian Saputra;1;17/08/2023 10:33;KAI access yang udah di update banyak errornya;;
Akmal Nasruloh;1;17/08/2023 10:32;Log in sulit, lelet banget, udh susah login sekali masuk logout lagi hadeuuh;;
deky arifianto;2;17/08/2023 10:29;Tampilan Pencarian kereta, tiket yang sudah habis kenapa tetap muncul malah jadi PHP buat calon penumpang.;;
Yusuf Ramadhan;1;17/08/2023 10:15;Aplikasi gag berguna setelah diupdate,,,parahhhhh;;
Nanda Rahmalia;1;17/08/2023 10:14;Lebih enak versi lama;;
Meliska Liska;1;17/08/2023 10:12;APLIKASI LEMOT PARAH!!!!! BANYAK MENU MENU GAK PENTING, FOKUS JUAL TIKET AJA JANGAN ALIH FUNGSI LAINYA!!!!!;;
fajar furqon;3;17/08/2023 10:02;Semenjak update aplikasi lemot tampilan membingungkan. Kereta yang penuh masih muncul;;
Dhea Putri Priyandini;1;17/08/2023 10:01;Jadi lemot bgtt, enakan pake apk sblm diupdate;;
Deka Frizianti;1;17/08/2023 09:59;setelah di update ke versi lama saya jadi harus pesen tiket kalau di tempat yg ada wifi nya soalnya pake provider gak pernah bisa ngbug mulu.. malah kadang minta temen pesenin tiket karna dia masih versi lama belum di update.. jadi sering pake tiket yg di screenshoot gara2 perkara aplikasi ngbug.. padahal saya tiap hari naik kereta buat kerja mesti beli online udah gak bisa offline.. tolong perbaiki lagi sudah banyak yg komplain harusnya cepat dibenahi.. terimakasih..;;
Riva Ristiovan;1;17/08/2023 09:36;Lemot..!! Mau mesen tiket lokal aja lama loading nya! mesen harus online tapi apk nya lemot parah. udah sulit jadi makin dipersulit;;
Anwar Banjarnegara;5;17/08/2023 09:22;Ok;;
permana chanel;1;17/08/2023 09:19;semejak update pesen tiket kreta loadingnya lama banget. parahhhh.. jadi ketinggalan kreta gara gara mau pesen tiket tapi loadingnya gila lama banget. kecewaaaa.;;
Rahmat Alif Naufal Rindarko;1;17/08/2023 09:17;Gak bisa masuk, plat merah loh jangan dibuat mainan;;
Daniel Radcliffe;1;17/08/2023 09:14;Angel, Sulit, Susah, Rumit... sudah klik Lanjutkan... gak jalan-jalan sampai waktunya habis;;
Fauzi Febriansyah P;5;17/08/2023 09:14;Bagus, setelah update aplikasi nya jadi lebih stabil dan tampilan nya yang efisien;;
Putri Yuli;4;17/08/2023 09:09;Masih susah dibuka enakan yang lama;;
Dwi Purnomo;1;17/08/2023 09:08;Brengsek, man sekarang jadi susah login dan pesan tiket ribet saya mau pulang woy!! mana ini admin..;;
Eko Widodo;1;17/08/2023 09:04;Mau login ga bisa,, lemot cuma muter aja 🤦🤦;;
Rizki Awan Wibisono;1;17/08/2023 08:54;kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug, lemot, ini aplikasinya aja belum optimal banyak bug, susah masuk, lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas, bumn kerjanya ko gini;;
Dom OmPanz;5;17/08/2023 08:33;Tetap Update..Mudah Digunakan. Berikan Kami Pelayanan yang terbaik.;;
Risna esa Salsabila;1;17/08/2023 08:33;Pliss KAI segera perbaiki apknya secepatmyaaaaa! , setelah updet bnr bnr apk tidak membantu! Apalagi beli tiket lokal hrus pake apk gk bisa ots. Pas mau beli malah lemooootttt banget, sangat percuma penampilan bagus tapi gak fungsional. Tolong banget segera perbaiki, tadi pagi saya telat naik kereta dan gk jadi naik gra gra lemot apknya!! Lemotnya di semua mau pas log innya. Milih tiketnya, pembayaran dll. Dikasih waktu 5 mnit buat bayar tapi waktunya abis sama loading, udh ganti provider ttp.;;
Yeosin [TA];1;17/08/2023 08:28;1. Ribet. Jadwal yg habis tidak lgsg off, tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak. Gak efisien nyari jam yg masih ada bangkunya. 2. Lemot. LEMOOOOOT BANGET, selesai iai data diri mau pilih kursi loadingnya lama banget.;;
Agus Maulana;1;17/08/2023 08:25;Tampilan baru malah makin lemot parah aplikasi nya...;;
Adi Pranoto;1;17/08/2023 08:02;update masih banyak bug !! lebih smooth apps yg versi lama;;
Ahmad Mamat;1;17/08/2023 07:54;Udah chat ga bisa login ke cs ga ada kelanjutan;;
Pendik Manis;1;17/08/2023 07:47;Yg versi baru lemot... pol... masih mending yg versi sebelumnya...;;
Rini Novita;1;17/08/2023 07:33;Sudah transaksi Qris sukses tiket buat besok PP tapi ngk ada di aplikasi bordingnya. Membingungkan aplikasinya;;
Hanifa Rizky;1;17/08/2023 07:28;Kok tambah lemot, mau top up malah eror.;;
Eko Priwibowo;1;17/08/2023 07:20;Makin di upgrade. Malah lemot Ga bisa pilih kursi terus setiap buka aplikasi suruh login terus;;
Riadi Wiratama;1;17/08/2023 07:14;Aplikasinya jadi ngaco begini, mau cari nama kota & stasiunnya jd susah;;
Widya Suryawan;1;17/08/2023 07:12;Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.;;
IRMA SUSANTI;1;17/08/2023 07:12;Saya kasih bintang 1 dlu krn Upgrade aplikasi terbaru sangat lemot susah dioperasikan tdk spt aplikasi sebelumnya pdhl saya pengguna aktif tiap mgg pst pakai aplikasi KAI jd hapal bgt perbedaanya dg aplikasi sblmnya, saat memilih kereta loading super lama dan menampilkan kereta yg tiketnya sdh hbs diletakkan berurutan dg yg msh shg jd pengecoh, kalau mau lounching aplikasi terbaru mgkn bisa diuji coba terlebih dahulu biar lbh mermanfaat drpd keribetannya;;
Endang Rusnandar;1;17/08/2023 07:09;Sekelas aplikasi pemerintah jeleknya minta ampun, server jelek;;
Ahmad Jaidin;1;17/08/2023 07:07;Mendingan kemaren, update malah ga jelas;;
Sulthan.D;1;17/08/2023 07:05;PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v;;
Saho S;2;17/08/2023 07:03;Mau masuk lemot, proses ke pembayaran juga lemot, sampai- sampai waktu pembayaran habis. Perbaiki lah ini aplikasi parah super lemot dari segala2nya;;
Signoritha Aulia Dwi Puspitasari;1;17/08/2023 07:02;Diupdate kok malah ga bisa beli tiket ya... muter terus... tolong kedepannya jagan UI nya aja yg diperbaiki... mending versi yg lama.. versi yg baru jelek banget performanya..;;
Kurniawan Tri Yulianto;1;17/08/2023 07:01;Untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan.;;
Eko Puji;1;17/08/2023 06:46;Pesan kereta lokal susah, waktusesi habis terus;;
Budi Ryu;3;17/08/2023 06:45;Lah kenapa sudah update malah makin ribet dan susah diakses.. Mohon diperbaiki min;;
Hery Sunandar;1;17/08/2023 06:41;Jadi ribet gini;;
wahyu alamsyah;1;17/08/2023 06:37;Di perbaharui malah susah di buka.nyusahin....;;
Sailendra Bek;1;17/08/2023 06:36;Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny;;
Ahmad Nur Faozyi;1;17/08/2023 06:30;Setelag update aplikasi menjadi sangat lemot di semua fiturnya, terutama di fitur Tiket Saya! Tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket/cetak boarding. Dan fitur Kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya. Mungkin seharusnya dicoba terlebih dahulu di internal KAI jangan langsung main update tetapi aplikasi belum bisa maksimal.;;
Siti Khomsah;2;17/08/2023 06:22;Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.;;
Tika NR;1;17/08/2023 06:13;INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA;;
aswal rivaldi;2;17/08/2023 06:08;setelah update tambah lemot pak;;
Gugun Arkanda;2;17/08/2023 06:04;"D suruh upgrade ke basic tp ""idnum already exist"" itu gmna min. Kesel jg lama2";;
anwar saifulloh;1;17/08/2023 06:01;Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu;;
Ari Febriansyah;1;17/08/2023 05:54;Sangat buruk saya telat 2 menit uang gabisa di refund malah hangus,jadi 200rbu cuman beli angin;;
ELISKA Malpa;1;17/08/2023 05:53;Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!;;
nur ahmad farid;1;17/08/2023 05:47;Di update bukan makin bagus . makin lemot jaringan susah masuk...gakjelas;;
Nur hidayat hidayat;1;17/08/2023 05:44;"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.";;
ade hasan;1;17/08/2023 05:40;Tolong dong kalo update aplikasi blm bisa maksimal jangan di paksain Udah kembali aja di jalan batu Buka aplikasi aja susah bgt berak kaya bawa gunung;;
Resti Putri;1;17/08/2023 05:40;Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.;;
Pram Lgi Puasa;1;17/08/2023 05:38;Makin kesini makin menyusahkan;;
RE JIH;2;17/08/2023 05:37;menu pilih pemberangkatan bisa, giliran cara kursi tak bisa versi tetbaru susah, mendingan versi lama lebih gampang;;
Yudhistira Andaka;1;17/08/2023 05:29;Lebih enak palikasi yang sebelumnya yang cepat;;
Destrii Nrl_;1;17/08/2023 05:28;LEMOTTT POOOLLLLLLLL APLIKASI STUCK DI LOGO AJA, GABISA DIBUKA;;
Lidiya Ra;1;17/08/2023 05:19;Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx;;
Tangan Editor;2;17/08/2023 05:15;Saya menyarankan untuk mengembalikan antarmuka aplikasi seperti sebelumnya, yang setelah update baru jadi sulit untuk membedakan tiket yang masih ada sama yang sudah habis;;
M. Shobri;2;17/08/2023 05:07;setelah aplikasi di update malah makin sulit diakses;;
NURSANDI 9779;1;17/08/2023 05:04;Sebelum flash sale lancar,pas udah flash sale sellu loading g selesai selesai;;
W H;1;17/08/2023 04:43;Setelah update ke logo baru kok malah jadi makin parah ya. 1. Untuk masuk ke aplikasinya lama banget dan kadang logout sendiri 2. Saya mau pesen tiket kereta tp gak update akhirnya pesen via KAI web 3. Gak bisa buka tiket, padahal belom semua stasiun bisa pake face recognation jadi tetep harus liat kode booking, sedangkan untuk masuk ke aplikasinya aja susah Tolong dong diperbaikin lagi, kenapa masih bagus versi lama.;;
Chaterine Evalentin;1;17/08/2023 04:32;Mending kembali ke aplikasi kai sebelumnya, aplikasi yang terbaru malah bikin emosi lemot maksimal;;
Ghiyat Faris;1;17/08/2023 04:04;Masih user friendly aplikasi yang lama;;
Dama Yanti;1;17/08/2023 03:59;Kenapa sekarang susah banget masuk pesen semua nya loading parah;;
Ricca Atika;1;17/08/2023 03:42;Jadi lemot banget.;;
Iman Imin;1;17/08/2023 03:33;Banyak masalah sma bikin akun, minta di perbaiki sistem nya maaf;;
Budi Santoso;4;17/08/2023 03:32;Perlu banyak perbaikan....;;
Aufa Hikam;1;17/08/2023 03:31;aplikasi susah dibuka setelah melakukan pembelian tiket,padahal malam hari ini keberangkatan;;
Abyan Nur Arsy;1;17/08/2023 03:18;Kok semakin lemot ya lebih suka apk yang lama;;
Ferdi _;1;17/08/2023 03:14;Fitur memang makin lengkap,namun saat di operasikan sangat lemoot sekali dalam fitur pembelian tiket kereta dan pengecekan tiket kereta.masih bagusan yang sebelum update🥲;;
Eko Purnomo;1;17/08/2023 03:06;Lemot;;
Aldi Maulana18;1;17/08/2023 02:56;Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus;;
T fp;1;17/08/2023 02:54;Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.;;
Agus Ruslan;1;17/08/2023 02:42;Mangkin lengkap tpi kok makin ribet yaa;;
Anggita Prima;2;17/08/2023 02:37;Tolong kenbalikan versi yang lama saja mudah dimengerti;;
Annisa Aulia Hutasuhut;1;17/08/2023 02:33;Kenapa setelah di update jadi lama mau buka apknya. Gak cuma itu, mau pencarian juga lama, mohon ditingkatkan lagi biar tidak ada kendala🙏;;
Agus syafarah;1;17/08/2023 02:22;knp mau masuk aja susah bngt sih klo yg versi lama bner2 canggih.....;;
Avilia Sepna;1;17/08/2023 02:15;BURUKKKKKKKK!!!!;;
Selgita Fitrian;2;17/08/2023 01:58;Kok malah jadi ribet ya min kalo mau cek jadwal Commuter line. Lebih enak aplikasi sebelum nya;;
Sebatas Lamunan;1;17/08/2023 01:51;Gara gara update lemot bangattt;;
Khadijah Dewi Ayu Lestari;1;17/08/2023 01:50;Kurang faham fitur baru jelek menurut saya sih;;
Alexander Leo Grathama;1;17/08/2023 01:44;Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini;;
budi santoso;1;17/08/2023 01:40;Malah engga ada jadwal setelah update. Aplikasi payah;;
iksan ramadhani;2;17/08/2023 01:36;benerin dulu sistemnya;;
salma nadela;2;17/08/2023 01:34;Saya mau lihat jadwal kereta sekaligus pesan tiket sulit untk d buka.g tau..g jelas.padahal sblmnya juga mudah.pdhal urgent..;;
Joseph Mantrajiwa Samartha “Putune Sastradhiharja” dela SABADILLA;1;17/08/2023 01:22;Aplikasi diperbarui kok malah makin susah buat masuk. Tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama. Tulung diperbaiki servernya juga.;;
2 oneX;1;17/08/2023 01:16;Aplikasi lambat banyak BUG;;
Harry Munandar;1;17/08/2023 01:11;Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..;;
ANGIN P;5;17/08/2023 01:08;Luar biasa;;
Tiar Pratama;1;17/08/2023 01:07;Lemot, udah bayar tiket, tapi ga muncul;;
Dian Rahayu Alani;1;17/08/2023 01:01;Sy baru sadar kalau apk nya di upgrade, tampilannya bagus, tapi kok ini malah lemot skli, dan ngebug terus. Setiap mau pesen tiket antar kota selalu tidak tersedia? ini gmna si min, bagusan yg lama. Sy juga lihat balasan adminnya disini malah suruh update atau log ini lagi, udah sy coba segala cara sama ajaaaaaa, padahal ini apk sdh versi pling terbaru;;
Sodikin Dikdik;1;17/08/2023 00:56;Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali;;
faizal am;1;17/08/2023 00:53;lama yaa;;
yamiku binjaistabat;2;17/08/2023 00:45;Versi terbaru super lelet, big noooo;;
Khoirunisa Wulandari;1;17/08/2023 00:18;Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG;;
asep mujijat;5;17/08/2023 00:13;bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu;;
Ahmad Kosasih;1;17/08/2023 00:13;BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!;;
Ahmad Jaelani;1;17/08/2023 00:03;Kecewa banget dengan kereta suka macet jadi menghambat perjalanan;;
Ali Muhammad;1;17/08/2023 00:01;nih servernya gmana ya? lemot bener;;
sutejo san;1;17/08/2023 00:00;Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai;;
Oktaviani Wulandari;1;16/08/2023 23:57;Tampilan baru mengecewakan l..Mau bayar knp kadaluarsa terus sih..;;
Meylindahartati Amelianur;1;16/08/2023 23:50;makin upgrade malah makin lemotttttttttt!!!!;;
Puji Setiawan;1;16/08/2023 23:47;Bagusan desain sebelumnya, lebih elegan,simple,gak seperti di prank. Sekarang lambat, bikin bingung. Harusnya diperbaiki kualitasnya pembayaran ewallet ditambah opsinya, dll;;
Agus Pristianto;1;16/08/2023 23:44;Sebelumnya saya sudah beli tiket pake aplikasi lama, trus saya cek.. di aplikasi tiket saya ilang tuh.. pertanggungjawabannya gimana?;;
Iman Hakim;1;16/08/2023 23:03;Pembatalan tiket kereta melalui KAI access dipotong 25% sudah itu proses refund 45 hari baru akan ditransfer balik dan giliran pembatalan reservasi hotel melalui KAI access diarahkan untukmenghubungi traveloka, pihak traveloka sudah dihubungi dan setuju serta mengkonfirmasi reservasi dibatalkan tanpa pinalti namun untuk pengembalian dana nya diarahkan menghubungi tempat awal melakukan pemesanan yaitu KAI access, di aplikasi KAI access tidak ada sama sekali opsi chat minta bantuan.;;
